PeakID (cmd=TPR1_QuEST_peaks.bed tair10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
R-367	Chr5	3505047	3506286	+	189015	NA	Intergenic	Intergenic	3574	AT5G11050.1	830972	At.10025	NM_121143		MYB64	AtMYB64|T5K6.40|T5K6_40|myb domain protein 64	myb domain protein 64	protein-coding
R-369	Chr1	24967633	24967856	+	188413	NA	promoter-TSS (AT1G66920.1)	promoter-TSS (AT1G66920.1)	-222	AT1G66920.2	843010	At.28772	NM_001198403		AT1G66920	T4O24.7|T4O24_7	protein kinase-like protein	protein-coding
R-372	Chr3	22205486	22205802	+	188413	NA	promoter-TSS (AT3G60120.1)	promoter-TSS (AT3G60120.1)	-303	AT3G60120.1	825182	At.49400	NM_115875		BGLU27	beta glucosidase 27	beta glucosidase 27	protein-coding
R-371	Chr3	23292148	23292866	+	188413	NA	Intergenic	Intergenic	-1875	AT3G63020.2	825477	At.68765	NM_001125424		AT3G63020	-	hypothetical protein	protein-coding
R-373	Chr3	20013529	20013696	+	188413	NA	TTS (AT3G54030.1)	TTS (AT3G54030.1)	1825	AT3G54040.1	824571	At.23194	NM_115264		AT3G54040	-	PAR1 protein	protein-coding
R-374	Chr3	5272151	5273132	+	188413	NA	promoter-TSS (AT3G15570.1)	promoter-TSS (AT3G15570.1)	-719	AT3G15570.1	820797	At.53325	NM_112425		AT3G15570	-	Phototropic-responsive NPH3 family protein	protein-coding
R-378	Chr4	14870507	14870744	+	187811	NA	TTS (AT4G30410.2)	TTS (AT4G30410.2)	1526	AT4G30410.1	829164	At.67756	NM_119187		AT4G30410	F17I23.250|F17I23_250	sequence-specific DNA binding transcription factor	protein-coding
R-375	Chr1	24636842	24637240	+	187811	NA	promoter-TSS (AT1G66160.1)	promoter-TSS (AT1G66160.1)	-155	AT1G66160.2	842931	At.71474	NM_105287		CMPG1	ATCMPG1|CYS|F15E12.6|F15E12_6|MET|PRO|and GLY protein 1	U-box domain-containing protein 20	protein-coding
R-376	Chr1	21313685	21314184	+	187811	NA	Intergenic	Intergenic	-1125	AT1G57550.1	842130	At.52239	NM_104551		AT1G57550	F25P12.2|F25P12_2	Low temperature and salt responsive protein	protein-coding
R-381	Chr4	2531599	2532017	+	187209	NA	Intergenic	Intergenic	-1248	AT4G04960.1	825837	At.33934	NM_116735		AT4G04960	T32N4.9|T32N4_9	concanavalin A-like lectin kinase-like protein	protein-coding
R-379	Chr5	16739663	16740409	+	187209	NA	promoter-TSS (AT5G41820.1)	promoter-TSS (AT5G41820.1)	-768	AT5G41820.1	834187	At.55309	NM_123547		RGTA2	ATRGTA2|K16L22.10|K16L22_10|RAB geranylgeranyl transferase alpha subunit 2	RAB geranylgeranyl transferase alpha subunit 2	protein-coding
R-380	Chr4	9760203	9760918	+	187209	NA	TTS (AT4G17500.1)	TTS (AT4G17500.1)	1235	AT4G17500.1	827464	At.68141	NM_117855		ERF-1	ATERF-1|DL4785W|FCAALL.123|ethylene responsive element binding factor 1	ethylene-responsive transcription factor 1A	protein-coding
R-385	Chr3	7772932	7773617	+	186607	NA	TTS (AT3G22060.1)	TTS (AT3G22060.1)	-2055	AT3G22072.1	6240577				AT3G22072	-	ncRNA	ncRNA
R-383	Chr4	9253756	9254087	+	186607	NA	promoter-TSS (AT4G16380.1)	promoter-TSS (AT4G16380.1)	-634	AT4G16380.1	2745712	At.24999	NM_001125518		AT4G16380	-	metal ion binding protein	protein-coding
R-384	Chr3	17203872	17205058	+	186607	NA	Intergenic	Intergenic	-2576	AT3G46700.1	823823	At.42959	NM_114537		AT3G46700	-	glucuronosyl transferase-like protein	protein-coding
R-382	Chr1	23458805	23459230	+	186607	NA	promoter-TSS (AT1G63240.1)	promoter-TSS (AT1G63240.1)	-356	AT1G63240.1	842629	At.26561	NM_105003		AT1G63240	F9N12.14|F9N12_14	hypothetical protein	protein-coding
R-386	Chr2	11752103	11752296	+	186607	NA	TTS (AT2G27500.2)	TTS (AT2G27500.2)	1568	AT2G27500.3	817295	At.24289	NM_001036355		AT2G27500	F10A12.18|F10A12_18	glucan endo-1,3-beta-glucosidase 14	protein-coding
R-387	Chr5	828336	829256	+	186005	NA	Intergenic	Intergenic	-1753	AT5G03370.1	831859	At.33284	NM_120416		AT5G03370	F12E4.110|F12E4_110	acylphosphatase	protein-coding
R-388	Chr4	15903236	15904554	+	186005	NA	promoter-TSS (AT4G32940.1)	promoter-TSS (AT4G32940.1)	-627	AT4G32940.1	829431	At.75634	NM_119448		GAMMA-VPE	F26P21.60|F26P21_60|GAMMAVPE|gamma vacuolar processing enzyme	vacuolar-processing enzyme gamma-isozyme	protein-coding
R-394	Chr2	9924454	9924926	+	185403	NA	promoter-TSS (AT2G23320.2)	promoter-TSS (AT2G23320.2)	-243	AT2G23320.1	816864	At.24883	NM_127896		WRKY15	T20D16.5|T20D16_5|WRKY DNA-binding protein 15	putative WRKY transcription factor 15	protein-coding
R-390	Chr5	25722689	25723091	+	185403	NA	TTS (AT5G64320.1)	TTS (AT5G64320.1)	957	AT5G64310.1	836552	At.24810	NM_125827		AGP1	ARABINOGALACTAN-PROTEIN 1|ATAGP1|MSJ1.15|MSJ1_15|arabinogalactan protein 1	arabinogalactan protein 1	protein-coding
R-393	Chr2	18520453	18521216	+	185403	NA	Intergenic	Intergenic	-1309	AT2G44910.1	819100	At.44957	NM_130055		HB4	ARABIDOPSIS THALIANA HOMEOBOX-LEUCINE ZIPPER PROTEIN 4|ATHB-4|ATHB4|T13E15.8|homeobox-leucine zipper protein 4	homeobox-leucine zipper protein ATHB-4	protein-coding
R-395	Chr2	214905	215243	+	185403	NA	promoter-TSS (AT2G01470.1)	promoter-TSS (AT2G01470.1)	-602	AT2G01470.1	814675	At.323	NM_126208		STL2P	ATSEC12|F2I9.9|F2I9_9|SEC12P-like 2 protein	prolactin regulatory element-binding protein	protein-coding
R-389	Chr5	26249013	26249500	+	185403	NA	Intergenic	Intergenic	-2877	AT5G65660.1	836692	At.28896	NM_125964		AT5G65660	K21L13.18|K21L13_18	hydroxyproline-rich glycoprotein family protein	protein-coding
R-391	Chr5	20215749	20216466	+	185403	NA	promoter-TSS (AT5G49760.1)	promoter-TSS (AT5G49760.1)	-265	AT5G49760.1	835039	At.7125	NM_124354		AT5G49760	K2I5.13|K2I5_13	leucine-rich repeat protein kinase-like protein	protein-coding
R-396	Chr2	17509306	17510512	+	184801	NA	TTS (AT2G41945.1)	TTS (AT2G41945.1)	2400	AT2G41940.1	818794	At.20402	NM_129758		ZFP8	T6D20.16|T6D20_16|ZINC FINGER PROTEIN8|zinc finger protein 8	zinc finger protein 8	protein-coding
R-397	Chr2	11754448	11755397	+	184801	NA	promoter-TSS (AT2G27500.2)	promoter-TSS (AT2G27500.2)	-894	AT2G27500.2	817295	At.24289	NM_001036355		AT2G27500	F10A12.18|F10A12_18	glucan endo-1,3-beta-glucosidase 14	protein-coding
R-399	Chr1	23396375	23397163	+	184199	NA	Intergenic	Intergenic	-3918	AT1G63090.1	842612	At.17747	NM_104987		PP2-A11	AtPP2-A11|F16M19.16|F16M19_16|phloem protein 2-A11	F-box protein PP2-A11	protein-coding
R-400	Chr5	25068031	25068615	+	184199	NA	TTS (AT5G62430.1)	TTS (AT5G62430.1)	2611	AT5G62430.1	836364	At.9300	NM_125637		CDF1	K19B1.4|K19B1_4|cycling DOF factor 1	Dof zinc finger protein DOF5.5	protein-coding
R-403	Chr4	727414	728209	+	184199	NA	Intergenic	Intergenic	-2076	AT4G01690.2	827991	At.70176	NM_116399		PPOX	HEMG1|PPO1|PROTOPORPHYRINOGEN OXIDASE	protoporphyrinogen oxidase	protein-coding
R-401	Chr5	24066181	24066488	+	184199	NA	promoter-TSS (AT5G59730.1)	promoter-TSS (AT5G59730.1)	-164	AT5G59730.2	836094	At.75130	NM_001037028		EXO70H7	ATEXO70H7|MTH12.6|MTH12_6|exocyst subunit exo70 family protein H7	exocyst subunit exo70 family protein H7	protein-coding
R-404	Chr2	7239068	7239337	+	184199	NA	Intergenic	Intergenic	-1602	AT2G16690.1	816170				AT2G16690	T24I21.10|T24I21_10	pseudo	pseudo
R-398	Chr1	26677192	26677943	+	184199	NA	Intergenic	Intergenic	-1577	AT1G70740.2	843411	At.35272	NM_001198437		AT1G70740	F5A18.8|F5A18_8	protein kinase domain-containing protein	protein-coding
R-402	Chr5	14936281	14936957	+	184199	NA	promoter-TSS (AT5G37600.1)	promoter-TSS (AT5G37600.1)	-778	AT5G37600.1	833738	At.7003	NM_123119		GSR 1	ARABIDOPSIS GLUTAMINE SYNTHASE 1;1|ARABIDOPSIS THALIANA GLUTAMINE SYNTHASE CLONE R1|ATGLN1;1|ATGSR1|GLN1;1|GLUTAMINE SYNTHASE 1;1|K12B20.50|K12B20_50|glutamine synthase clone R1	glutamine synthetase cytosolic isozyme 1-1	protein-coding
R-408	Chr5	15217253	15217850	+	183597	NA	TTS (AT5G38130.1)	TTS (AT5G38130.1)	1821	AT5G38130.1	833793	At.74245	NM_123173		AT5G38130	MXA21.5|MXA21_5	HXXXD-type acyl-transferase-like protein	protein-coding
R-405	Chr1	8541647	8542237	+	183597	NA	promoter-TSS (AT1G24147.1)	promoter-TSS (AT1G24147.1)	-504	AT1G24147.1	5007719	At.68376	NM_001084124		AT1G24147	-	hypothetical protein	protein-coding
R-411	Chr3	5005681	5005862	+	183597	NA	promoter-TSS (AT3G14880.1)	promoter-TSS (AT3G14880.1)	-794	AT3G14880.1	820717	At.53320	NM_001125156		AT3G14880	-	hypothetical protein	protein-coding
R-406	Chr5	24386675	24387468	+	183597	NA	TTS (AT5G60680.1)	TTS (AT5G60680.1)	926	AT5G60680.1	836189	At.7237	NM_125461		AT5G60680	MUP24.10|MUP24_10	hypothetical protein	protein-coding
R-410	Chr3	8594817	8595852	+	183597	NA	Intergenic	Intergenic	-5621	AT3G23810.1	821964	At.67005	NM_113286		SAHH2	ATSAHH2|S-ADENOSYL-L-HOMOCYSTEINE (SAH) HYDROLASE 2|S-adenosyl-l-homocysteine (SAH) hydrolase 2	adenosylhomocysteinase 2	protein-coding
R-412	Chr2	10629018	10629468	+	183597	NA	promoter-TSS (AT2G25000.1)	promoter-TSS (AT2G25000.1)	-494	AT2G25000.1	817039	At.28320	NM_128058		WRKY60	ATWRKY60|F27C12.8|F27C12_8|WRKY DNA-binding protein 60	putative WRKY transcription factor 60	protein-coding
R-409	Chr4	14394490	14395578	+	183597	NA	Intergenic	Intergenic	-1661	AT4G29190.1	829040	At.67031	NM_119063		AT4G29190	F17A13.10|F17A13_10	zinc finger CCCH domain-containing protein 49	protein-coding
R-407	Chr5	21384703	21385294	+	183597	NA	TTS (AT5G52750.1)	TTS (AT5G52750.1)	955	AT5G52750.1	835352	At.43541	NM_124653		AT5G52750	F6N7.24|F6N7_24	heavy metal transport/detoxification domain-containing protein	protein-coding
R-413	Chr1	10294553	10294870	+	182995	NA	promoter-TSS (AT1G29400.2)	promoter-TSS (AT1G29400.2)	-81	AT1G29400.2	839816	At.27439	NM_102680		ML5	AML5|F15D2.30|F15D2_30|MEI2-like protein 5	MEI2-like protein 5	protein-coding
R-418	Chr2	16705681	16705909	+	182393	NA	TTS (AT2G40004.1)	TTS (AT2G40004.1)	1732	AT2G40004.1	6240350	At.73721	NM_001125010		AT2G40004	-	hypothetical protein	protein-coding
R-416	Chr5	21818968	21819850	+	182393	NA	TTS (AT5G53750.1)	TTS (AT5G53750.1)	2043	AT5G53750.1	835456	At.29535	NM_124754		AT5G53750	MGN6.11|MGN6_11	CBS domain-containing protein	protein-coding
R-417	Chr4	17571653	17572091	+	182393	NA	promoter-TSS (AT4G37370.1)	promoter-TSS (AT4G37370.1)	-168	AT4G37370.1	829891	At.27636	NM_119900		CYP81D8	F6G17.20|F6G17_20|cytochrome P450|family 81|polypeptide 8|subfamily D	cytochrome P450, family 81, subfamily D, polypeptide 8	protein-coding
R-419	Chr2	15084433	15085122	+	182393	NA	promoter-TSS (AT2G35930.1)	promoter-TSS (AT2G35930.1)	-304	AT2G35930.1	818166	At.43241	NM_129152		PUB23	F11F19.16|F11F19_16|plant U-box 23	E3 ubiquitin-protein ligase PUB23	protein-coding
R-421	Chr3	12453472	12454148	+	181791	NA	Intergenic	Intergenic	-2562	AT3G30775.1	822833	At.74287	NM_113981		ERD5	ARABIDOPSIS THALIANA PROLINE OXIDASE|AT-POX|ATPDH|ATPOX|EARLY RESPONSIVE TO DEHYDRATION 5|PRO1|PRODH|PROLINE DEHYDROGENASE|PROLINE OXIDASE	proline dehydrogenase 1	protein-coding
R-422	Chr3	3657085	3657339	+	181791	NA	Intergenic	Intergenic	-3165	AT3G11590.1	820332	At.68685	NM_111992		AT3G11590	-	hypothetical protein	protein-coding
R-424	Chr2	642792	642961	+	181791	NA	Intergenic	Intergenic	4864	AT2G02440.1	814774	At.52601	NM_126300		AT2G02440	T16F16.23|T16F16_23	hypothetical protein	protein-coding
R-428	Chr1	116009	116935	+	180588	NA	promoter-TSS (AT1G01300.1)	promoter-TSS (AT1G01300.1)	-471	AT1G01300.1	839375	At.22191	NM_100012		AT1G01300	F6F3.10|F6F3_10	aspartyl protease-like protein	protein-coding
R-430	Chr4	7758349	7758571	+	180588	NA	promoter-TSS (AT4G13340.1)	promoter-TSS (AT4G13340.1)	-150	AT4G13340.1	826964	At.48854	NM_117407		AT4G13340	T9E8.80|T9E8_80	leucine-rich repeat extensin-like protein 3	protein-coding
R-432	Chr3	16292306	16292937	+	180588	NA	promoter-TSS (AT3G44735.2)	promoter-TSS (AT3G44735.2)	-157	AT3G44735.2	823603	At.36115	NM_001203082		PSK3	ATPSK3|PHYTOSULFOKINE 3 PRECURSOR|PHYTOSULFOKINE PEPTIDE|PSK1	phytosulfokine-beta	protein-coding
R-425	Chr1	10244479	10244765	+	180588	NA	promoter-TSS (AT1G29290.1)	promoter-TSS (AT1G29290.1)	-344	AT1G29290.1	839803	At.40770	NM_102669		AT1G29290	F28N24.30|F28N24_30	hypothetical protein	protein-coding
R-429	Chr5	20020929	20021149	+	180588	NA	Intergenic	Intergenic	-2417	AT5G49370.1	834997	At.73924	NM_124314		AT5G49370	K7J8.4|K7J8_4	Pleckstrin homology (PH) domain-containing protein-like protein	protein-coding
R-427	Chr1	7031555	7032306	+	180588	NA	promoter-TSS (AT1G20310.1)	promoter-TSS (AT1G20310.1)	-360	AT1G20310.1	838619	At.41715	NM_101882		AT1G20310	F14O10.9|F14O10_9	hypothetical protein	protein-coding
R-426	Chr1	8532661	8533518	+	180588	NA	promoter-TSS (AT1G24120.1)	promoter-TSS (AT1G24120.1)	-877	AT1G24120.1	839024	At.41480	NM_102258		ARL1	ARG1-like 1|F3I6.4|F3I6_4	chaperone protein dnaJ 16	protein-coding
R-431	Chr3	16445917	16446370	+	180588	NA	TTS (AT3G44990.1)	TTS (AT3G44990.1)	2621	AT3G44990.1	823634	At.20372	NM_114368		XTR8	ATXTR8|XTH31|XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 31|xyloglucan endo-transglycosylase-related 8	xyloglucan:xyloglucosyl transferase	protein-coding
R-433	Chr3	5693849	5694671	+	179986	NA	TTS (AT3G16720.1)	TTS (AT3G16720.1)	1522	AT3G16720.1	820924	At.22750	NM_112545		ATL2	TL2|TOXICOS EN LEVADURA 2	RING-H2 finger protein ATL2	protein-coding
R-435	Chr2	509405	510649	+	179986	NA	TTS (AT2G02070.1)	TTS (AT2G02070.1)	4540	AT2G02070.1	814738	At.13356	NM_126268		IDD5	AtIDD5|F5O4.16|F5O4_16|indeterminate(ID)-domain 5	indeterminate(ID)-domain 5 protein	protein-coding
R-434	Chr2	10737571	10738163	+	179986	NA	promoter-TSS (AT2G25200.1)	promoter-TSS (AT2G25200.1)	-213	AT2G25200.1	817058	At.39052	NM_179730		AT2G25200	F13D4.4	hypothetical protein	protein-coding
R-440	Chr5	5006933	5007539	+	179384	NA	promoter-TSS (AT5G15410.2)	promoter-TSS (AT5G15410.2)	-354	AT5G15410.2	831393	At.74751	NM_121545		DND1	ATCNGC2|CNGC2|CYCLIC NUCLEOTIDE GATED CHANNEL 2|CYCLIC NUCLEOTIDE-GATED CHANNEL 2|DEFENSE NO DEATH 1	cyclic nucleotide-gated ion channel 2	protein-coding
R-437	Chr1	7974886	7975664	+	179384	NA	TTS (AT1G22560.1)	TTS (AT1G22560.1)	3298	AT1G22570.1	838863	At.51725	NM_102105		AT1G22570	F12K8.8|F12K8_8	putative peptide/nitrate transporter	protein-coding
R-443	Chr4	13878579	13878925	+	179384	NA	promoter-TSS (AT4G27870.1)	promoter-TSS (AT4G27870.1)	-171	AT4G27870.1	828900	At.26328	NM_118925		AT4G27870	T27E11.110|T27E11_110	vacuolar iron transporter-like protein	protein-coding
R-442	Chr4	17278650	17278867	+	179384	NA	intron (AT4G36640.1, intron 1 of 5)	intron (AT4G36640.1, intron 1 of 5)	392	AT4G36640.2	829816	At.31309	NM_001085032		AT4G36640	AP22.47|AP22_47	sec14p-like phosphatidylinositol transfer protein	protein-coding
R-445	Chr2	15520174	15520428	+	179384	NA	Intergenic	Intergenic	-2619	AT2G36960.1	818270	At.27079	NM_001202764		TKI1	T1J8.14|T1J8_14|TSL-kinase interacting protein 1	TSL-kinase interacting protein 1	protein-coding
R-444	Chr2	19057134	19057477	+	179384	NA	promoter-TSS (AT2G46430.1)	promoter-TSS (AT2G46430.1)	-825	AT2G46430.2	819251	At.67271	NM_001125065		CNGC3	ATCNGC3|CNGC3.C|F11C10.12|cyclic nucleotide gated channel 3	cyclic nucleotide gated channel	protein-coding
R-436	Chr1	19299872	19300458	+	179384	NA	Intergenic	Intergenic	-1047	AT1G51940.1	841622	At.27936	NM_104075		AT1G51940	T14L22.13|T14L22_13	LysM type receptor kinase-like protein	protein-coding
R-447	Chr5	15632311	15633078	+	178782	NA	Intergenic	Intergenic	-1892	AT5G39050.1	833897	At.75143	NM_123267		AT5G39050	MXF12.60|MXF12_60	HXXXD-type acyl-transferase-like protein	protein-coding
R-446	Chr1	3241918	3242201	+	178782	NA	promoter-TSS (AT1G09950.1)	promoter-TSS (AT1G09950.1)	-427	AT1G09950.1	837529	At.42201	NM_100869		RAS1	F21M12.34|F21M12_34|RESPONSE TO ABA AND SALT 1	response to ABA and salt 1	protein-coding
R-448	Chr5	816528	817474	+	178782	NA	promoter-TSS (AT5G03350.1)	promoter-TSS (AT5G03350.1)	-343	AT5G03350.1	831863	At.33289	NM_120414		AT5G03350	F12E4.80|F12E4_80	lectin-like protein	protein-coding
R-453	Chr2	15086872	15087030	+	17818	NA	Intergenic	Intergenic	-2478	AT2G35930.1	818166	At.43241	NM_129152		PUB23	F11F19.16|F11F19_16|plant U-box 23	E3 ubiquitin-protein ligase PUB23	protein-coding
R-450	Chr1	26313058	26314051	+	17818	NA	Intergenic	Intergenic	-2473	AT1G69870.1	843323	At.23012	NM_105655		NRT1.7	T17F3.10|T17F3_10|nitrate transporter 1.7	nitrate transporter 1.7	protein-coding
R-452	Chr5	2956780	2956930	+	17818	NA	promoter-TSS (AT5G09510.1)	promoter-TSS (AT5G09510.1)	-182	AT5G09510.1	830810	At.10062	NM_001085085		AT5G09510	T5E8.310|T5E8_310	40S ribosomal protein S15-4	protein-coding
R-451	Chr1	5640104	5640330	+	17818	NA	TTS (AT1G16500.1)	TTS (AT1G16500.1)	1185	AT1G16500.1	838220	At.41880	NM_101515		AT1G16500	F3O9.30|F3O9_30	hypothetical protein	protein-coding
R-454	Chr1	27363144	27363738	+	177578	NA	Intergenic	Intergenic	2287	AT1G72690.1	843601	At.50029	NM_105928		AT1G72690	F28P22.12|F28P22_12	hypothetical protein	protein-coding
R-456	Chr1	21206186	21206494	+	176976	NA	Intergenic	Intergenic	-1197	AT1G56600.1	842114	At.19795	NM_104537		GolS2	AtGolS2|F25P12.95|F25P12_95|galactinol synthase 2	galactinol synthase 2	protein-coding
R-458	Chr2	12108896	12109218	+	176976	NA	Intergenic	Intergenic	-5274	AT2G28350.1	817382	At.13730	NM_128394		ARF10	T1B3.13|T1B3_13|auxin response factor 10	auxin response factor 10	protein-coding
R-463	Chr3	5694792	5695563	+	176374	NA	TTS (AT3G16730.1)	TTS (AT3G16730.1)	2439	AT3G16720.1	820924	At.22750	NM_112545		ATL2	TL2|TOXICOS EN LEVADURA 2	RING-H2 finger protein ATL2	protein-coding
R-459	Chr1	26592278	26593217	+	176374	NA	Intergenic	Intergenic	-1183	AT1G70540.1	843391	At.35291	NM_105722		EDA24	F24J13.11|F24J13_11|embryo sac development arrest 24	plant invertase/pectin methylesterase inhibitor domain-containing protein	protein-coding
R-461	Chr5	8710299	8711262	+	176374	NA	Intergenic	Intergenic	-3032	AT5G25190.1	832590	At.26169	NM_122428		AT5G25190	F21J6.103|F21J6_103	ethylene-responsive transcription factor ERF003	protein-coding
R-460	Chr1	26476366	26477769	+	176374	NA	TTS (AT1G70300.1)	TTS (AT1G70300.1)	-2281	AT1G70290.1	843365	At.27738	NM_105697		TPS8	ATTPS8|ATTPSC|F17O7.18|F17O7_18|trehalose-6-phosphatase synthase S8	putative alpha,alpha-trehalose-phosphate synthase [UDP-forming] 8	protein-coding
R-462	Chr4	15275289	15276411	+	176374	NA	promoter-TSS (AT4G31500.1)	promoter-TSS (AT4G31500.1)	-540	AT4G31500.1	829277	At.24671	NM_119299		CYP83B1	ALTERED TRYPTOPHAN REGULATION 4|ATR4|CYTOCHROME P450 MONOOXYGENASE 83B1|F3L17.70|F3L17_70|RED ELONGATED 1|RED1|RNT1|RUNT 1|SUPERROOT 2|SUR2|cytochrome P450|family 83|polypeptide 1|subfamily B	cytochrome P450 83B1	protein-coding
R-466	Chr4	11416309	11416647	+	175772	NA	TTS (AT4G21437.1)	TTS (AT4G21437.1)	926	AT4G21437.1	6241226				AT4G21437	-	pseudo	pseudo
R-464	Chr1	28068468	28069199	+	175772	NA	Intergenic	Intergenic	-1462	AT1G74710.1	843810	At.22628	NM_106129		EDS16	ARABIDOPSIS ISOCHORISMATE SYNTHASE 1|ATICS1|ENHANCED DISEASE SUSCEPTIBILITY TO ERYSIPHE ORONTII 16|F25A4.31|ICS1|ISOCHORISMATE SYNTHASE|ISOCHORISMATE SYNTHASE 1|SALICYLIC ACID INDUCTION DEFICIENT 2|SID2	Isochorismate synthase 1	protein-coding
R-465	Chr1	6512335	6513016	+	175772	NA	Intergenic	Intergenic	-2754	AT1G18870.1	838468	At.43418	NM_001160879		ICS2	ARABIDOPSIS ISOCHORISMATE SYNTHASE 2|ATICS2|F6A14.3|F6A14_3|isochorismate synthase 2	Isochorismate synthase 2	protein-coding
R-468	Chr5	23377017	23377469	+	17517	NA	TTS (AT5G57700.3)	TTS (AT5G57700.3)	2001	AT5G57700.3	835877	At.42974	NM_001085294		AT5G57700	MRI1.6|MRI1_6	alpha-rhamnosidase-like protein	protein-coding
R-469	Chr4	14822356	14823005	+	17517	NA	Intergenic	Intergenic	-2088	AT4G30270.1	829150	At.75103	NM_119173		XTH24	F9N11.120|F9N11_120|MERI-5|MERI5B|MERISTEM 5|SEN4|SENESCENCE 4|meristem-5|xyloglucan endotransglucosylase/hydrolase 24	xyloglucan:xyloglucosyl transferase	protein-coding
R-467	Chr1	29231884	29232436	+	17517	NA	promoter-TSS (AT1G77750.1)	promoter-TSS (AT1G77750.1)	-636	AT1G77750.1	844111	At.34407	NM_106424		AT1G77750	RPS13|T32E8.8|T32E8_8	small ribosomal subunit protein S13	protein-coding
R-470	Chr2	16292767	16293457	+	17517	NA	intron (AT2G39010.1, intron 2 of 3)	intron (AT2G39010.1, intron 2 of 3)	1635	AT2G39010.1	818487	At.13247	NM_129458		PIP2E	PIP2;6|PLASMA MEMBRANE INTRINSIC PROTEIN 2;6|T7F6.18|T7F6_18|plasma membrane intrinsic protein 2E	putative aquaporin PIP2-6	protein-coding
R-471	Chr1	21706338	21706582	+	174568	NA	promoter-TSS (AT1G58420.1)	promoter-TSS (AT1G58420.1)	-919	AT1G58420.1	842211	At.42952	NM_104622		AT1G58420	F9K23.5|F9K23_5	hypothetical protein	protein-coding
R-472	Chr1	2982859	2983228	+	174568	NA	promoter-TSS (AT1G09230.1)	promoter-TSS (AT1G09230.1)	-419	AT1G09230.1	837443	At.66808	NM_100793		AT1G09230	T12M4.6|T12M4_6	U11/U12 small nuclear ribonucleoprotein 65 kDa protein	protein-coding
R-476	Chr5	2170836	2171014	+	173966	NA	TTS (AT5G07000.1)	TTS (AT5G07000.1)	1323	AT5G06990.1	830590	At.54758	NM_120781		AT5G06990	MOJ9.16|MOJ9_16	hypothetical protein	protein-coding
R-478	Chr4	13749164	13749676	+	173966	NA	promoter-TSS (AT4G27510.1)	promoter-TSS (AT4G27510.1)	-389	AT4G27510.2	828860	At.71321	NM_001125598		AT4G27510	F27G19.110|F27G19_110	hypothetical protein	protein-coding
R-474	Chr5	23120858	23121079	+	173966	NA	Intergenic	Intergenic	-3405	AT5G57110.2	835815	At.9676	NM_125093		ACA8	'autoinhibited Ca2+ -ATPase|AT-ACA8|AUTOINHIBITED CA2+ -ATPASE|ISOFORM 8|MUL3.5|MUL3_5|isoform 8'	calcium-transporting ATPase 8	protein-coding
R-477	Chr4	17616286	17617194	+	173966	NA	promoter-TSS (AT4G37460.1)	promoter-TSS (AT4G37460.1)	-964	AT4G37460.1	829901	At.2790	NM_119910		SRFR1	F6G17.110|F6G17_110|SUPPRESSOR OF RPS4-RLD 1	suppressor of RPS4-RLD 1 / tetratricopeptide repeat domain-containing protein	protein-coding
R-480	Chr2	18363342	18364075	+	173966	NA	TTS (AT2G44480.2)	TTS (AT2G44480.2)	-1048	AT2G44490.1	819056	At.36752	NM_130012		PEN2	BETA GLUCOSIDASE 26|BGLU26|F4I1.30|PENETRATION 2	beta-glucosidase 26	protein-coding
R-475	Chr5	8709686	8710211	+	173966	NA	Intergenic	Intergenic	-2200	AT5G25190.1	832590	At.26169	NM_122428		AT5G25190	F21J6.103|F21J6_103	ethylene-responsive transcription factor ERF003	protein-coding
R-484	Chr1	4458544	4459226	+	173364	NA	promoter-TSS (AT1G13080.1)	promoter-TSS (AT1G13080.1)	-281	AT1G13080.2	837865	At.337	NM_101178		CYP71B2	CYTOCHROME P450 MONOOXYGENASE 71B2|F3F19.10|F3F19_10|cytochrome P450|family 71|polypeptide 2|subfamily B	cytochrome P450 71B2	protein-coding
R-481	Chr1	23921693	23922146	+	173364	NA	Intergenic	Intergenic	-1813	AT1G64405.1	842749	At.36005	NM_105116		AT1G64405	-	hypothetical protein	protein-coding
R-483	Chr1	8194583	8194965	+	173364	NA	Intergenic	Intergenic	-1002	AT1G23100.1	838918	At.50783	NM_102158		AT1G23100	T26J12.12|T26J12_12	GroES-like protein	protein-coding
